index,x,P2,HarrellDavis,Type7,Actual
1,0.6681064659115423,0.6681064659115423,0.6681064659115423,0.6681064659115423,0.5
2,0.14090729837348093,0.14090729837348093,0.4045068802532431,0.4045068821425116,0.5
3,0.12551828945312568,0.14090729837348093,0.2735988188841123,0.14090729837348093,0.5
4,0.5227642760252413,0.5227642760252413,0.3482859111102353,0.33183578719936113,0.5
5,0.16843422416990353,0.16843422416990353,0.2797014949497617,0.16843422416990353,0.5
6,0.26259267528662117,0.16843422416990353,0.2630390994962105,0.21551344972826236,0.5
7,0.7244083647264207,0.295719883387157,0.3333541788714465,0.26259267528662117,0.5
8,0.5129227915373271,0.295719883387157,0.37550134296478177,0.38775773341197417,0.5
9,0.17365117053205667,0.295719883387157,0.325888902748726,0.26259267528662117,0.5
10,0.7612505586637419,0.295719883387157,0.3802443963848003,0.38775773341197417,0.5
11,0.23458845831201805,0.295719883387157,0.34533763181127514,0.26259267528662117,0.5
12,0.2573213978937461,0.295719883387157,0.3212553442362227,0.25995703659018365,0.5
13,0.5056035446494834,0.295719883387157,0.3505906030598733,0.26259267528662117,0.5
14,0.3202331873216821,0.295719883387157,0.3409655004923549,0.29141293130415163,0.5
15,0.3809696135022536,0.3340793363924844,0.34483822196536656,0.3202331873216821,0.5
16,0.26024463505495554,0.3340793363924844,0.32627623801273775,0.29141293130415163,0.5
17,0.5174510998266987,0.3340793363924844,0.34890335520552856,0.3202331873216821,0.5
18,0.0353188174941199,0.3340793363924844,0.3278670041223586,0.29141293130415163,0.5
19,0.8141373758270114,0.3340793363924844,0.3503216285322325,0.3202331873216821,0.5
20,0.5771968539698035,0.3340793363924844,0.37294556402232804,0.35060140041196786,0.5
21,0.3974705140094601,0.36199734422614194,0.37593061613292866,0.3809696135022536,0.5
22,0.15219308023908784,0.36199734422614194,0.3564976094280759,0.35060140041196786,0.5
23,0.09011261029639868,0.3339053320965706,0.3379896635372271,0.3202331873216821,0.5
24,0.7051521300827861,0.3339053320965706,0.3571452151016445,0.35060140041196786,0.5
25,0.8161819497198713,0.36199734422614194,0.37660743708701305,0.3809696135022536,0.5
26,0.5399705821368707,0.36199734422614194,0.395144372792083,0.3892200637558568,0.5
27,0.04414713803871867,0.36199734422614194,0.37630255449075195,0.3809696135022536,0.5
28,0.7111545897606549,0.36199734422614194,0.3949896914318017,0.3892200637558568,0.5
29,0.14776126628171712,0.36199734422614194,0.3764373285599827,0.3809696135022536,0.5
30,0.9062127596261971,0.36199734422614194,0.39486006786297584,0.3892200637558568,0.5
31,0.6925897228962694,0.38837665616907363,0.41293353579929365,0.3974705140094601,0.5
32,0.5164137140458513,0.38837665616907363,0.4277451108041636,0.45153702932947176,0.5
33,0.18637845627329241,0.38837665616907363,0.4106919384275368,0.3974705140094601,0.5
34,0.04150996638532261,0.38837665616907363,0.39335848586339245,0.3892200637558568,0.5
35,0.30819966285871325,0.36600674605278194,0.3829732112470878,0.3809696135022536,0.5
36,0.5831602865751648,0.36600674605278194,0.39880297581504626,0.3892200637558568,0.5
37,0.8210651519806428,0.38837665616907363,0.4143377821635201,0.3974705140094601,0.5
38,0.003954860849284968,0.38837665616907363,0.39863749320284536,0.3892200637558568,0.5
39,0.535722020797302,0.38837665616907363,0.4134030045262925,0.3974705140094601,0.5
40,0.8051844666736128,0.38837665616907363,0.42793772129582425,0.45153702932947176,0.5
41,0.7483589270843002,0.4098799281059876,0.44179087671368994,0.5056035446494834,0.5
42,0.3845736917036463,0.4098799281059876,0.4368595268935213,0.45153702932947176,0.5
43,0.14911907173186498,0.38925536155948076,0.42358072210030195,0.3974705140094601,0.5
44,0.02633951419328317,0.38925536155948076,0.4100493920364926,0.3910221028565532,0.5
45,0.051009009150326724,0.36892880732471345,0.3963861406359735,0.3845736917036463,0.5
46,0.7816429165106467,0.36892880732471345,0.4098002009455338,0.3910221028565532,0.5
47,0.62645638437311,0.38919604963958415,0.4228075636623646,0.3974705140094601,0.5
48,0.11517637135236355,0.38919604963958415,0.4095184527121387,0.3910221028565532,0.5
49,0.24996082822324747,0.3696232495262142,0.39676137169362513,0.3845736917036463,0.5
50,0.7724283243401108,0.3696232495262142,0.40977062767478567,0.3910221028565532,0.5
51,0.28960667890012576,0.3696232495262142,0.3989704370489896,0.3845736917036463,0.5
52,0.6481459073946559,0.3696232495262142,0.4114561417996569,0.3910221028565532,0.5
53,0.14364648477344144,0.3696232495262142,0.3989483317013823,0.3845736917036463,0.5
