"distribution","p","n","estimator","efficiency"
"Weibull(scale=1, shape=2)",0.52,5,"hd",1.24053221185105
"Student(df=3)",0.52,5,"hd",1.05221744760977
"Gumbel(loc=0, scale=1)",0.52,5,"hd",1.14129754128753
"Exp(rate=1)",0.52,5,"hd",0.999115931551136
"Cauchy(x0=0, gamma=1)",0.52,5,"hd",0.030331886703401
"Pareto(loc=1, shape=0.5)",0.52,5,"hd",2.57708460373252e-06
"Pareto(loc=1, shape=2)",0.52,5,"hd",0.427564568753829
"LogNormal(mlog=0, sdlog=1)",0.52,5,"hd",0.666093665502602
"LogNormal(mlog=0, sdlog=2)",0.52,5,"hd",0.150178339141422
"LogNormal(mlog=0, sdlog=3)",0.52,5,"hd",0.0150196788078368
"Weibull(shape=0.3)",0.52,5,"hd",0.138292175762211
"Weibull(shape=0.5)",0.52,5,"hd",0.478369911789586
"Frechet(shape=1)",0.52,5,"hd",0.030855922733527
"Frechet(shape=3)",0.52,5,"hd",0.72826409456572
"Uniform(a=0, b=1)",0.53,5,"hd",1.48305483863293
"Triangular(a=0, b=2, c=1)",0.53,5,"hd",1.28015230450742
"Triangular(a=0, b=2, c=0.2)",0.53,5,"hd",1.30410624934526
"Beta(a=2, b=4)",0.53,5,"hd",1.27976527290164
"Beta(a=2, b=10)",0.53,5,"hd",1.16381415085916
"Normal(m=0, sd=1)",0.53,5,"hd",1.26055387063724
"Weibull(scale=1, shape=2)",0.53,5,"hd",1.22996070227102
"Student(df=3)",0.53,5,"hd",0.991799102273265
"Gumbel(loc=0, scale=1)",0.53,5,"hd",1.09888552503998
"Exp(rate=1)",0.53,5,"hd",0.94307810284003
"Cauchy(x0=0, gamma=1)",0.53,5,"hd",0.0332088984444932
"Pareto(loc=1, shape=0.5)",0.53,5,"hd",1.10731479257755e-05
"Pareto(loc=1, shape=2)",0.53,5,"hd",0.412221267610983
"LogNormal(mlog=0, sdlog=1)",0.53,5,"hd",0.631683299486435
"LogNormal(mlog=0, sdlog=2)",0.53,5,"hd",0.15621122836052
"LogNormal(mlog=0, sdlog=3)",0.53,5,"hd",0.0129092828001831
"Weibull(shape=0.3)",0.53,5,"hd",0.127419710820466
"Weibull(shape=0.5)",0.53,5,"hd",0.431852143876702
"Frechet(shape=1)",0.53,5,"hd",0.0411364386103402
"Frechet(shape=3)",0.53,5,"hd",0.688654463745864
"Uniform(a=0, b=1)",0.54,5,"hd",1.41243368652949
"Triangular(a=0, b=2, c=1)",0.54,5,"hd",1.27530689322572
"Triangular(a=0, b=2, c=0.2)",0.54,5,"hd",1.27474578961347
"Beta(a=2, b=4)",0.54,5,"hd",1.23705456822997
"Beta(a=2, b=10)",0.54,5,"hd",1.15161561875773
"Normal(m=0, sd=1)",0.54,5,"hd",1.23934179078506
"Weibull(scale=1, shape=2)",0.54,5,"hd",1.17592026165548
"Student(df=3)",0.54,5,"hd",0.968684547675335
"Gumbel(loc=0, scale=1)",0.54,5,"hd",1.07540570070067
"Exp(rate=1)",0.54,5,"hd",0.910333386627606
"Cauchy(x0=0, gamma=1)",0.54,5,"hd",0.0416421079589862
"Pareto(loc=1, shape=0.5)",0.54,5,"hd",7.98265751702395e-06
"Pareto(loc=1, shape=2)",0.54,5,"hd",0.366211813181611
"LogNormal(mlog=0, sdlog=1)",0.54,5,"hd",0.63097030322677
"LogNormal(mlog=0, sdlog=2)",0.54,5,"hd",0.142831069756507
"LogNormal(mlog=0, sdlog=3)",0.54,5,"hd",0.0163395959002936
"Weibull(shape=0.3)",0.54,5,"hd",0.118436896695542
"Weibull(shape=0.5)",0.54,5,"hd",0.427267599583716
"Frechet(shape=1)",0.54,5,"hd",0.0410897066530357
"Frechet(shape=3)",0.54,5,"hd",0.648712484185335
"Uniform(a=0, b=1)",0.55,5,"hd",1.42698319890593
"Triangular(a=0, b=2, c=1)",0.55,5,"hd",1.26020569966653
"Triangular(a=0, b=2, c=0.2)",0.55,5,"hd",1.24009308420562
"Beta(a=2, b=4)",0.55,5,"hd",1.24439959976812
"Beta(a=2, b=10)",0.55,5,"hd",1.11263414597328
"Normal(m=0, sd=1)",0.55,5,"hd",1.20955309245893
"Weibull(scale=1, shape=2)",0.55,5,"hd",1.15668770307085
"Student(df=3)",0.55,5,"hd",0.957486358949211
"Gumbel(loc=0, scale=1)",0.55,5,"hd",1.04850551776754
"Exp(rate=1)",0.55,5,"hd",0.882497763271612
"Cauchy(x0=0, gamma=1)",0.55,5,"hd",0.024789261152474
"Pareto(loc=1, shape=0.5)",0.55,5,"hd",1.83110754023508e-05
"Pareto(loc=1, shape=2)",0.55,5,"hd",0.349034434442578
"LogNormal(mlog=0, sdlog=1)",0.55,5,"hd",0.614525351270325
"LogNormal(mlog=0, sdlog=2)",0.55,5,"hd",0.143209166889731
"LogNormal(mlog=0, sdlog=3)",0.55,5,"hd",0.00943136710410013
"Weibull(shape=0.3)",0.55,5,"hd",0.125273510563269
"Weibull(shape=0.5)",0.55,5,"hd",0.447731250183799
"Frechet(shape=1)",0.55,5,"hd",0.0273261398654607
"Frechet(shape=3)",0.55,5,"hd",0.624386900413402
"Uniform(a=0, b=1)",0.56,5,"hd",1.38800457463437
"Triangular(a=0, b=2, c=1)",0.56,5,"hd",1.24022230535184
"Triangular(a=0, b=2, c=0.2)",0.56,5,"hd",1.22878849794662
"Beta(a=2, b=4)",0.56,5,"hd",1.19544819686571
"Beta(a=2, b=10)",0.56,5,"hd",1.08896904399745
"Normal(m=0, sd=1)",0.56,5,"hd",1.19360978353785
"Weibull(scale=1, shape=2)",0.56,5,"hd",1.15228834599124
"Student(df=3)",0.56,5,"hd",0.946341523038675
"Gumbel(loc=0, scale=1)",0.56,5,"hd",1.02648459021635
"Exp(rate=1)",0.56,5,"hd",0.863713843110655
"Cauchy(x0=0, gamma=1)",0.56,5,"hd",0.0244939468217758
"Pareto(loc=1, shape=0.5)",0.56,5,"hd",1.95727751550551e-05
"Pareto(loc=1, shape=2)",0.56,5,"hd",0.327330885189314
"LogNormal(mlog=0, sdlog=1)",0.56,5,"hd",0.58954760144813
"LogNormal(mlog=0, sdlog=2)",0.56,5,"hd",0.14284060775025
"LogNormal(mlog=0, sdlog=3)",0.56,5,"hd",0.0122035587503969
"Weibull(shape=0.3)",0.56,5,"hd",0.129752683789922
"Weibull(shape=0.5)",0.56,5,"hd",0.44122637037943
"Frechet(shape=1)",0.56,5,"hd",0.0245587141214501
"Frechet(shape=3)",0.56,5,"hd",0.603323265269844
"Uniform(a=0, b=1)",0.57,5,"hd",1.35678622560034
"Triangular(a=0, b=2, c=1)",0.57,5,"hd",1.21484686882535
"Triangular(a=0, b=2, c=0.2)",0.57,5,"hd",1.21223828612424
"Beta(a=2, b=4)",0.57,5,"hd",1.18529451149949
"Beta(a=2, b=10)",0.57,5,"hd",1.07637147878548
"Normal(m=0, sd=1)",0.57,5,"hd",1.191419115408
"Weibull(scale=1, shape=2)",0.57,5,"hd",1.11698829852079
"Student(df=3)",0.57,5,"hd",0.933618852746133
"Gumbel(loc=0, scale=1)",0.57,5,"hd",1.00008719216626
"Exp(rate=1)",0.57,5,"hd",0.848467429776181
"Cauchy(x0=0, gamma=1)",0.57,5,"hd",0.0343073815022556
"Pareto(loc=1, shape=0.5)",0.57,5,"hd",2.04232203788598e-05
"Pareto(loc=1, shape=2)",0.57,5,"hd",0.346777355789058
"LogNormal(mlog=0, sdlog=1)",0.57,5,"hd",0.55464705985465
"LogNormal(mlog=0, sdlog=2)",0.57,5,"hd",0.122327649046046
"LogNormal(mlog=0, sdlog=3)",0.57,5,"hd",0.0132977278746222
"Weibull(shape=0.3)",0.57,5,"hd",0.163751093668586
"Weibull(shape=0.5)",0.57,5,"hd",0.423266159841231
"Frechet(shape=1)",0.57,5,"hd",0.0256844008656708
"Frechet(shape=3)",0.57,5,"hd",0.585072888872463
"Uniform(a=0, b=1)",0.58,5,"hd",1.36884284886725
"Triangular(a=0, b=2, c=1)",0.58,5,"hd",1.20532331269776
"Triangular(a=0, b=2, c=0.2)",0.58,5,"hd",1.1861167646123
"Beta(a=2, b=4)",0.58,5,"hd",1.17254639271337
"Beta(a=2, b=10)",0.58,5,"hd",1.07257442256063
"Normal(m=0, sd=1)",0.58,5,"hd",1.17868191801057
"Weibull(scale=1, shape=2)",0.58,5,"hd",1.11251703762529
"Student(df=3)",0.58,5,"hd",0.883628123228206
"Gumbel(loc=0, scale=1)",0.58,5,"hd",0.968902837524023
"Exp(rate=1)",0.58,5,"hd",0.831317138270918
"Cauchy(x0=0, gamma=1)",0.58,5,"hd",0.0305857878289476
"Pareto(loc=1, shape=0.5)",0.58,5,"hd",1.29749503672752e-05
"Pareto(loc=1, shape=2)",0.58,5,"hd",0.315365706155897
"LogNormal(mlog=0, sdlog=1)",0.58,5,"hd",0.539801226036885
"LogNormal(mlog=0, sdlog=2)",0.58,5,"hd",0.122434565802339
"LogNormal(mlog=0, sdlog=3)",0.58,5,"hd",0.0111020374908157
"Weibull(shape=0.3)",0.58,5,"hd",0.138098472919764
"Weibull(shape=0.5)",0.58,5,"hd",0.404669155762752
"Frechet(shape=1)",0.58,5,"hd",0.0351550073882299
"Frechet(shape=3)",0.58,5,"hd",0.578780544888792
"Uniform(a=0, b=1)",0.59,5,"hd",1.36989832404139
"Triangular(a=0, b=2, c=1)",0.59,5,"hd",1.22494572599462
"Triangular(a=0, b=2, c=0.2)",0.59,5,"hd",1.16784222936906
"Beta(a=2, b=4)",0.59,5,"hd",1.16504616315176
"Beta(a=2, b=10)",0.59,5,"hd",1.0482723019438
"Normal(m=0, sd=1)",0.59,5,"hd",1.1487370087878
"Weibull(scale=1, shape=2)",0.59,5,"hd",1.08797991135284
"Student(df=3)",0.59,5,"hd",0.860994487919836
"Gumbel(loc=0, scale=1)",0.59,5,"hd",0.991993633884981
"Exp(rate=1)",0.59,5,"hd",0.811390619510412
"Cauchy(x0=0, gamma=1)",0.59,5,"hd",0.0240353905887875
"Pareto(loc=1, shape=0.5)",0.59,5,"hd",2.68241798907745e-05
"Pareto(loc=1, shape=2)",0.59,5,"hd",0.319150492420597
"LogNormal(mlog=0, sdlog=1)",0.59,5,"hd",0.554078973089745
"LogNormal(mlog=0, sdlog=2)",0.59,5,"hd",0.128056503000083
"LogNormal(mlog=0, sdlog=3)",0.59,5,"hd",0.0131730582611559
"Weibull(shape=0.3)",0.59,5,"hd",0.119508783337559
"Weibull(shape=0.5)",0.59,5,"hd",0.400962375435908
"Frechet(shape=1)",0.59,5,"hd",0.0226332389455489
"Frechet(shape=3)",0.59,5,"hd",0.559587981237437
"Uniform(a=0, b=1)",0.6,5,"hd",1.36601696666667
"Triangular(a=0, b=2, c=1)",0.6,5,"hd",1.20395191124253
"Triangular(a=0, b=2, c=0.2)",0.6,5,"hd",1.18450789856975
"Beta(a=2, b=4)",0.6,5,"hd",1.14158569123386
"Beta(a=2, b=10)",0.6,5,"hd",1.04002386336538
"Normal(m=0, sd=1)",0.6,5,"hd",1.15726786156829
"Weibull(scale=1, shape=2)",0.6,5,"hd",1.09356189069782
"Student(df=3)",0.6,5,"hd",0.881848246311257
"Gumbel(loc=0, scale=1)",0.6,5,"hd",0.945439804563342
"Exp(rate=1)",0.6,5,"hd",0.793507997567099
"Cauchy(x0=0, gamma=1)",0.6,5,"hd",0.0367412466972997
"Pareto(loc=1, shape=0.5)",0.6,5,"hd",9.68917002036124e-06
"Pareto(loc=1, shape=2)",0.6,5,"hd",0.303621894213563
"LogNormal(mlog=0, sdlog=1)",0.6,5,"hd",0.521632089913358
"LogNormal(mlog=0, sdlog=2)",0.6,5,"hd",0.115499868034544
"LogNormal(mlog=0, sdlog=3)",0.6,5,"hd",0.010809535781956
"Weibull(shape=0.3)",0.6,5,"hd",0.123268014364086
"Weibull(shape=0.5)",0.6,5,"hd",0.398370252694573
"Frechet(shape=1)",0.6,5,"hd",0.0236451064880398
"Frechet(shape=3)",0.6,5,"hd",0.510894060296286
"Uniform(a=0, b=1)",0.61,5,"hd",1.35410312172632
"Triangular(a=0, b=2, c=1)",0.61,5,"hd",1.20240287354736
"Triangular(a=0, b=2, c=0.2)",0.61,5,"hd",1.18270954101591
"Beta(a=2, b=4)",0.61,5,"hd",1.15638435859778
"Beta(a=2, b=10)",0.61,5,"hd",1.02620929202555
"Normal(m=0, sd=1)",0.61,5,"hd",1.16196250209283
"Weibull(scale=1, shape=2)",0.61,5,"hd",1.09009915520164
"Student(df=3)",0.61,5,"hd",0.824379943087726
"Gumbel(loc=0, scale=1)",0.61,5,"hd",0.924464334524493
"Exp(rate=1)",0.61,5,"hd",0.791258099700713
"Cauchy(x0=0, gamma=1)",0.61,5,"hd",0.0387821285983941
"Pareto(loc=1, shape=0.5)",0.61,5,"hd",3.56928319027168e-05
"Pareto(loc=1, shape=2)",0.61,5,"hd",0.293978959325271
"LogNormal(mlog=0, sdlog=1)",0.61,5,"hd",0.510272324077822
"LogNormal(mlog=0, sdlog=2)",0.61,5,"hd",0.122227998456667
"LogNormal(mlog=0, sdlog=3)",0.61,5,"hd",0.0123250809702626
"Weibull(shape=0.3)",0.61,5,"hd",0.129394360993215
"Weibull(shape=0.5)",0.61,5,"hd",0.382664533916595
"Frechet(shape=1)",0.61,5,"hd",0.0174067193850527
"Frechet(shape=3)",0.61,5,"hd",0.514126833446554
"Uniform(a=0, b=1)",0.62,5,"hd",1.38701783174925
"Triangular(a=0, b=2, c=1)",0.62,5,"hd",1.19662229697754
"Triangular(a=0, b=2, c=0.2)",0.62,5,"hd",1.17747423699666
"Beta(a=2, b=4)",0.62,5,"hd",1.15908057717473
"Beta(a=2, b=10)",0.62,5,"hd",1.01449067598453
"Normal(m=0, sd=1)",0.62,5,"hd",1.1378210064283
"Weibull(scale=1, shape=2)",0.62,5,"hd",1.05372977797778
"Student(df=3)",0.62,5,"hd",0.806804602882948
"Gumbel(loc=0, scale=1)",0.62,5,"hd",0.930895199337148
"Exp(rate=1)",0.62,5,"hd",0.762871704597893
"Cauchy(x0=0, gamma=1)",0.62,5,"hd",0.0302318883579027
"Pareto(loc=1, shape=0.5)",0.62,5,"hd",1.39436423055046e-05
"Pareto(loc=1, shape=2)",0.62,5,"hd",0.272426997876526
"LogNormal(mlog=0, sdlog=1)",0.62,5,"hd",0.505260229255989
"LogNormal(mlog=0, sdlog=2)",0.62,5,"hd",0.106092659545888
"LogNormal(mlog=0, sdlog=3)",0.62,5,"hd",0.015482382647615
"Weibull(shape=0.3)",0.62,5,"hd",0.125848935575649
"Weibull(shape=0.5)",0.62,5,"hd",0.388348520433979
"Frechet(shape=1)",0.62,5,"hd",0.0227460225911485
"Frechet(shape=3)",0.62,5,"hd",0.48838302061703
"Uniform(a=0, b=1)",0.63,5,"hd",1.38896926255621
"Triangular(a=0, b=2, c=1)",0.63,5,"hd",1.21840539236098
"Triangular(a=0, b=2, c=0.2)",0.63,5,"hd",1.1963644849993
"Beta(a=2, b=4)",0.63,5,"hd",1.15496996080809
"Beta(a=2, b=10)",0.63,5,"hd",1.00734837164608
"Normal(m=0, sd=1)",0.63,5,"hd",1.15584642670688
"Weibull(scale=1, shape=2)",0.63,5,"hd",1.08215630927848
"Student(df=3)",0.63,5,"hd",0.775363911923132
"Gumbel(loc=0, scale=1)",0.63,5,"hd",0.912653693236595
"Exp(rate=1)",0.63,5,"hd",0.774849034431151
"Cauchy(x0=0, gamma=1)",0.63,5,"hd",0.0329038159547218
"Pareto(loc=1, shape=0.5)",0.63,5,"hd",9.20305577268318e-06
"Pareto(loc=1, shape=2)",0.63,5,"hd",0.274486826905265
"LogNormal(mlog=0, sdlog=1)",0.63,5,"hd",0.454380182149558
"LogNormal(mlog=0, sdlog=2)",0.63,5,"hd",0.112286062107225
"LogNormal(mlog=0, sdlog=3)",0.63,5,"hd",0.0133548750491243
"Weibull(shape=0.3)",0.63,5,"hd",0.0990700116540925
"Weibull(shape=0.5)",0.63,5,"hd",0.372671745355705
"Frechet(shape=1)",0.63,5,"hd",0.0243598241808816
"Frechet(shape=3)",0.63,5,"hd",0.472087963112821
"Uniform(a=0, b=1)",0.64,5,"hd",1.41678412253647
"Triangular(a=0, b=2, c=1)",0.64,5,"hd",1.1955292330372
"Triangular(a=0, b=2, c=0.2)",0.64,5,"hd",1.18497665576575
"Beta(a=2, b=4)",0.64,5,"hd",1.16233927703239
"Beta(a=2, b=10)",0.64,5,"hd",1.02254111570493
"Normal(m=0, sd=1)",0.64,5,"hd",1.14364436997102
"Weibull(scale=1, shape=2)",0.64,5,"hd",1.07434561296541
"Student(df=3)",0.64,5,"hd",0.757507894374354
"Gumbel(loc=0, scale=1)",0.64,5,"hd",0.906390066132495
"Exp(rate=1)",0.64,5,"hd",0.769373890523507
"Cauchy(x0=0, gamma=1)",0.64,5,"hd",0.0158613853878895
"Pareto(loc=1, shape=0.5)",0.64,5,"hd",9.2094354400996e-06
"Pareto(loc=1, shape=2)",0.64,5,"hd",0.23886698317097
"LogNormal(mlog=0, sdlog=1)",0.64,5,"hd",0.481031538196793
"LogNormal(mlog=0, sdlog=2)",0.64,5,"hd",0.0948543636592998
"LogNormal(mlog=0, sdlog=3)",0.64,5,"hd",0.0131405666599848
"Weibull(shape=0.3)",0.64,5,"hd",0.131059076560114
"Weibull(shape=0.5)",0.64,5,"hd",0.356932002940066
"Frechet(shape=1)",0.64,5,"hd",0.0112455748076606
"Frechet(shape=3)",0.64,5,"hd",0.475377289670481
"Uniform(a=0, b=1)",0.65,5,"hd",1.42425347466696
"Triangular(a=0, b=2, c=1)",0.65,5,"hd",1.22993735236455
"Triangular(a=0, b=2, c=0.2)",0.65,5,"hd",1.18699647035669
"Beta(a=2, b=4)",0.65,5,"hd",1.15635212799883
"Beta(a=2, b=10)",0.65,5,"hd",1.01364073980059
"Normal(m=0, sd=1)",0.65,5,"hd",1.12949020650865
"Weibull(scale=1, shape=2)",0.65,5,"hd",1.07423175690157
"Student(df=3)",0.65,5,"hd",0.753563620132047
"Gumbel(loc=0, scale=1)",0.65,5,"hd",0.89675225277177
"Exp(rate=1)",0.65,5,"hd",0.759448034748036
"Cauchy(x0=0, gamma=1)",0.65,5,"hd",0.0212963687229375
"Pareto(loc=1, shape=0.5)",0.65,5,"hd",2.32934867667217e-05
"Pareto(loc=1, shape=2)",0.65,5,"hd",0.263774686002434
"LogNormal(mlog=0, sdlog=1)",0.65,5,"hd",0.430535467105445
"LogNormal(mlog=0, sdlog=2)",0.65,5,"hd",0.112232556805043
"LogNormal(mlog=0, sdlog=3)",0.65,5,"hd",0.0081741788807948
"Weibull(shape=0.3)",0.65,5,"hd",0.105067445702217
"Weibull(shape=0.5)",0.65,5,"hd",0.356730139158976
"Frechet(shape=1)",0.65,5,"hd",0.0175177650402474
"Frechet(shape=3)",0.65,5,"hd",0.424800732189491
"Uniform(a=0, b=1)",0.66,5,"hd",1.45438913023927
"Triangular(a=0, b=2, c=1)",0.66,5,"hd",1.23931603487639
"Triangular(a=0, b=2, c=0.2)",0.66,5,"hd",1.19885354502287
"Beta(a=2, b=4)",0.66,5,"hd",1.15839109736449
"Beta(a=2, b=10)",0.66,5,"hd",1.00286819599617
"Normal(m=0, sd=1)",0.66,5,"hd",1.19257055594813
"Weibull(scale=1, shape=2)",0.66,5,"hd",1.05928761307542
"Student(df=3)",0.66,5,"hd",0.731449285430265
"Gumbel(loc=0, scale=1)",0.66,5,"hd",0.900973404711033
"Exp(rate=1)",0.66,5,"hd",0.75083828595695
"Cauchy(x0=0, gamma=1)",0.66,5,"hd",0.0204018828850907
"Pareto(loc=1, shape=0.5)",0.66,5,"hd",1.03700334509387e-05
"Pareto(loc=1, shape=2)",0.66,5,"hd",0.218734793500369
"LogNormal(mlog=0, sdlog=1)",0.66,5,"hd",0.4317370636151
"LogNormal(mlog=0, sdlog=2)",0.66,5,"hd",0.0928232011995565
"LogNormal(mlog=0, sdlog=3)",0.66,5,"hd",0.0101635166018894
"Weibull(shape=0.3)",0.66,5,"hd",0.106943319212215
"Weibull(shape=0.5)",0.66,5,"hd",0.336883328969802
"Frechet(shape=1)",0.66,5,"hd",0.0171761157587793
"Frechet(shape=3)",0.66,5,"hd",0.415182670492765
"Uniform(a=0, b=1)",0.67,5,"hd",1.47656143717643
"Triangular(a=0, b=2, c=1)",0.67,5,"hd",1.26003788841003
"Triangular(a=0, b=2, c=0.2)",0.67,5,"hd",1.25924715421124
"Beta(a=2, b=4)",0.67,5,"hd",1.17461893538381
"Beta(a=2, b=10)",0.67,5,"hd",1.01765822316095
"Normal(m=0, sd=1)",0.67,5,"hd",1.15684610780207
"Weibull(scale=1, shape=2)",0.67,5,"hd",1.08493228480397
"Student(df=3)",0.67,5,"hd",0.705440117544569
"Gumbel(loc=0, scale=1)",0.67,5,"hd",0.890975508488685
"Exp(rate=1)",0.67,5,"hd",0.742622401781754
"Cauchy(x0=0, gamma=1)",0.67,5,"hd",0.0132594721002215
"Pareto(loc=1, shape=0.5)",0.67,5,"hd",3.96184419428902e-05
"Pareto(loc=1, shape=2)",0.67,5,"hd",0.209438794499296
"LogNormal(mlog=0, sdlog=1)",0.67,5,"hd",0.450757498400561
"LogNormal(mlog=0, sdlog=2)",0.67,5,"hd",0.106393030682064
"LogNormal(mlog=0, sdlog=3)",0.67,5,"hd",0.0112153298531697
"Weibull(shape=0.3)",0.67,5,"hd",0.0797385078342685
"Weibull(shape=0.5)",0.67,5,"hd",0.34024257469737
"Frechet(shape=1)",0.67,5,"hd",0.0183679131011991
"Frechet(shape=3)",0.67,5,"hd",0.43231013226627
"Uniform(a=0, b=1)",0.68,5,"hd",1.49182278892627
"Triangular(a=0, b=2, c=1)",0.68,5,"hd",1.29430136511125
"Triangular(a=0, b=2, c=0.2)",0.68,5,"hd",1.24726509470314
"Beta(a=2, b=4)",0.68,5,"hd",1.21212934047602
"Beta(a=2, b=10)",0.68,5,"hd",1.01669745928148
"Normal(m=0, sd=1)",0.68,5,"hd",1.17377245869993
"Weibull(scale=1, shape=2)",0.68,5,"hd",1.05827294004566
"Student(df=3)",0.68,5,"hd",0.701678911293217
"Gumbel(loc=0, scale=1)",0.68,5,"hd",0.879350687776322
"Exp(rate=1)",0.68,5,"hd",0.746400817680423
"Cauchy(x0=0, gamma=1)",0.68,5,"hd",0.0168452632158955
"Pareto(loc=1, shape=0.5)",0.68,5,"hd",2.88694623969023e-05
"Pareto(loc=1, shape=2)",0.68,5,"hd",0.206320190931037
"LogNormal(mlog=0, sdlog=1)",0.68,5,"hd",0.410323459567937
"LogNormal(mlog=0, sdlog=2)",0.68,5,"hd",0.0834407834146664
"LogNormal(mlog=0, sdlog=3)",0.68,5,"hd",0.0102734296100764
"Weibull(shape=0.3)",0.68,5,"hd",0.0952003366620386
"Weibull(shape=0.5)",0.68,5,"hd",0.333149229234352
"Frechet(shape=1)",0.68,5,"hd",0.0182663379193908
"Frechet(shape=3)",0.68,5,"hd",0.400139437411283
"Uniform(a=0, b=1)",0.69,5,"hd",1.55482709535076
"Triangular(a=0, b=2, c=1)",0.69,5,"hd",1.29238610038314
"Triangular(a=0, b=2, c=0.2)",0.69,5,"hd",1.28564110761133
"Beta(a=2, b=4)",0.69,5,"hd",1.23855195799306
"Beta(a=2, b=10)",0.69,5,"hd",1.02879625522065
"Normal(m=0, sd=1)",0.69,5,"hd",1.19034681839538
"Weibull(scale=1, shape=2)",0.69,5,"hd",1.09037042729651
"Student(df=3)",0.69,5,"hd",0.70968120195103
"Gumbel(loc=0, scale=1)",0.69,5,"hd",0.895073106928403
"Exp(rate=1)",0.69,5,"hd",0.746638443240594
"Cauchy(x0=0, gamma=1)",0.69,5,"hd",0.0209710462519808
"Pareto(loc=1, shape=0.5)",0.69,5,"hd",2.01470642824292e-05
"Pareto(loc=1, shape=2)",0.69,5,"hd",0.232742751732874
"LogNormal(mlog=0, sdlog=1)",0.69,5,"hd",0.431978734187117
"LogNormal(mlog=0, sdlog=2)",0.69,5,"hd",0.0682725181288664
"LogNormal(mlog=0, sdlog=3)",0.69,5,"hd",0.00921484783462342
"Weibull(shape=0.3)",0.69,5,"hd",0.0999077691000674
"Weibull(shape=0.5)",0.69,5,"hd",0.334694886695872
"Frechet(shape=1)",0.69,5,"hd",0.0191776582591568
"Frechet(shape=3)",0.69,5,"hd",0.412713283144684
"Uniform(a=0, b=1)",0.7,5,"hd",1.57898340806359
"Triangular(a=0, b=2, c=1)",0.7,5,"hd",1.35294882792604
"Triangular(a=0, b=2, c=0.2)",0.7,5,"hd",1.33396386519807
"Beta(a=2, b=4)",0.7,5,"hd",1.21575320465793
"Beta(a=2, b=10)",0.7,5,"hd",1.03630430963868
"Normal(m=0, sd=1)",0.7,5,"hd",1.19519635940622
"Weibull(scale=1, shape=2)",0.7,5,"hd",1.1135813823358
"Student(df=3)",0.7,5,"hd",0.653149435159366
"Gumbel(loc=0, scale=1)",0.7,5,"hd",0.890608055570233
"Exp(rate=1)",0.7,5,"hd",0.741132797166654
"Cauchy(x0=0, gamma=1)",0.7,5,"hd",0.0180107325214262
"Pareto(loc=1, shape=0.5)",0.7,5,"hd",9.52498398731819e-06
"Pareto(loc=1, shape=2)",0.7,5,"hd",0.17868951765609
"LogNormal(mlog=0, sdlog=1)",0.7,5,"hd",0.392644014601001
"LogNormal(mlog=0, sdlog=2)",0.7,5,"hd",0.0703524046787157
"LogNormal(mlog=0, sdlog=3)",0.7,5,"hd",0.00907877305861507
"Weibull(shape=0.3)",0.7,5,"hd",0.0778862519498879
"Weibull(shape=0.5)",0.7,5,"hd",0.307348524655773
"Frechet(shape=1)",0.7,5,"hd",0.0173548342095347
"Frechet(shape=3)",0.7,5,"hd",0.404826726767621
"Uniform(a=0, b=1)",0.71,5,"hd",1.5975874371196
"Triangular(a=0, b=2, c=1)",0.71,5,"hd",1.34451158514218
"Triangular(a=0, b=2, c=0.2)",0.71,5,"hd",1.33724082187195
"Beta(a=2, b=4)",0.71,5,"hd",1.23714918273931
"Beta(a=2, b=10)",0.71,5,"hd",1.04414707457032
"Normal(m=0, sd=1)",0.71,5,"hd",1.21212086400891
"Weibull(scale=1, shape=2)",0.71,5,"hd",1.11134939526786
"Student(df=3)",0.71,5,"hd",0.664780700473274
"Gumbel(loc=0, scale=1)",0.71,5,"hd",0.883065886569907
"Exp(rate=1)",0.71,5,"hd",0.733603192238494
"Cauchy(x0=0, gamma=1)",0.71,5,"hd",0.01713800817452
"Pareto(loc=1, shape=0.5)",0.71,5,"hd",1.37972706202169e-05
"Pareto(loc=1, shape=2)",0.71,5,"hd",0.177041930896737
"LogNormal(mlog=0, sdlog=1)",0.71,5,"hd",0.368052871446718
"LogNormal(mlog=0, sdlog=2)",0.71,5,"hd",0.0766989400410851
"LogNormal(mlog=0, sdlog=3)",0.71,5,"hd",0.0101854109411657
"Weibull(shape=0.3)",0.71,5,"hd",0.103041295873845
"Weibull(shape=0.5)",0.71,5,"hd",0.297028501481808
"Frechet(shape=1)",0.71,5,"hd",0.0118071396691988
"Frechet(shape=3)",0.71,5,"hd",0.387568822192339
"Uniform(a=0, b=1)",0.72,5,"hd",1.67549522363628
"Triangular(a=0, b=2, c=1)",0.72,5,"hd",1.36324759101759
"Triangular(a=0, b=2, c=0.2)",0.72,5,"hd",1.35297630307785
"Beta(a=2, b=4)",0.72,5,"hd",1.27815075487297
"Beta(a=2, b=10)",0.72,5,"hd",1.04072499100471
"Normal(m=0, sd=1)",0.72,5,"hd",1.25549263359092
"Weibull(scale=1, shape=2)",0.72,5,"hd",1.13823116228188
"Student(df=3)",0.72,5,"hd",0.654392063593647
"Gumbel(loc=0, scale=1)",0.72,5,"hd",0.866143698832993
"Exp(rate=1)",0.72,5,"hd",0.748802398683196
"Cauchy(x0=0, gamma=1)",0.72,5,"hd",0.0132260496716099
