index,left,right,height,water,isMode,isPeak,isLowland
0,-3.97,-3.96,0.05907,0.05907,false,false,false
1,-3.96,-3.92,0.03100,0.03100,false,false,false
2,-3.92,-3.88,0.02139,0.02139,false,false,false
3,-3.88,-3.82,0.01672,0.01672,false,false,false
4,-3.82,-3.75,0.01487,0.01487,false,false,false
5,-3.75,-3.68,0.01485,0.01485,false,false,false
6,-3.68,-3.62,0.01602,0.01602,false,false,false
7,-3.62,-3.56,0.01783,0.01783,false,false,false
8,-3.56,-3.51,0.01956,0.01956,false,false,false
9,-3.51,-3.46,0.02058,0.02058,false,false,false
10,-3.46,-3.42,0.02075,0.02075,false,true,false
11,-3.42,-3.37,0.02033,0.02075,false,false,false
12,-3.37,-3.32,0.01972,0.02075,false,false,false
13,-3.32,-3.26,0.01916,0.02075,false,false,false
14,-3.26,-3.21,0.01879,0.02075,false,false,false
15,-3.21,-3.16,0.01863,0.02075,false,false,false
16,-3.16,-3.10,0.01869,0.02075,false,false,false
17,-3.10,-3.05,0.01894,0.02075,false,false,false
18,-3.05,-3.00,0.01935,0.02075,false,false,false
19,-3.00,-2.95,0.01987,0.02075,false,false,false
20,-2.95,-2.90,0.02046,0.02075,false,false,false
21,-2.90,-2.85,0.02106,0.02106,false,false,false
22,-2.85,-2.81,0.02164,0.02164,false,false,false
23,-2.81,-2.76,0.02216,0.02216,false,false,false
24,-2.76,-2.72,0.02259,0.02259,false,false,false
25,-2.72,-2.67,0.02291,0.02291,false,false,false
26,-2.67,-2.63,0.02312,0.02312,false,false,false
27,-2.63,-2.59,0.02320,0.02320,false,true,false
28,-2.59,-2.54,0.02315,0.02320,false,false,false
29,-2.54,-2.50,0.02296,0.02320,false,false,false
30,-2.50,-2.46,0.02264,0.02320,false,false,false
31,-2.46,-2.41,0.02218,0.02320,false,false,false
32,-2.41,-2.36,0.02159,0.02320,false,false,false
33,-2.36,-2.32,0.02091,0.02320,false,false,false
34,-2.32,-2.27,0.02017,0.02320,false,false,false
35,-2.27,-2.22,0.01941,0.02320,false,false,false
36,-2.22,-2.16,0.01866,0.02320,false,false,false
37,-2.16,-2.11,0.01796,0.02320,false,false,false
38,-2.11,-2.05,0.01734,0.02320,false,false,false
39,-2.05,-1.99,0.01682,0.02320,false,false,false
40,-1.99,-1.93,0.01640,0.02320,false,false,false
41,-1.93,-1.87,0.01611,0.02320,false,false,false
42,-1.87,-1.80,0.01595,0.02320,false,false,false
43,-1.80,-1.74,0.01592,0.02320,false,false,false
44,-1.74,-1.68,0.01602,0.02320,false,false,false
45,-1.68,-1.62,0.01626,0.02320,false,false,false
46,-1.62,-1.56,0.01665,0.02320,false,false,false
47,-1.56,-1.50,0.01719,0.02320,false,false,false
48,-1.50,-1.44,0.01789,0.02320,false,false,false
49,-1.44,-1.39,0.01875,0.02320,false,false,false
50,-1.39,-1.34,0.01978,0.02320,false,false,false
51,-1.34,-1.29,0.02099,0.02320,false,false,false
52,-1.29,-1.25,0.02239,0.02320,false,false,false
53,-1.25,-1.20,0.02398,0.02398,false,false,false
54,-1.20,-1.17,0.02575,0.02575,false,false,false
55,-1.17,-1.13,0.02770,0.02770,false,false,false
56,-1.13,-1.10,0.02980,0.02980,false,false,false
57,-1.10,-1.06,0.03201,0.03201,false,false,false
58,-1.06,-1.04,0.03430,0.03430,false,false,false
59,-1.04,-1.01,0.03659,0.03659,false,false,false
60,-1.01,-0.98,0.03884,0.03884,false,false,false
61,-0.98,-0.96,0.04096,0.04096,false,false,false
62,-0.96,-0.93,0.04291,0.04291,false,false,false
63,-0.93,-0.91,0.04464,0.04464,false,false,false
64,-0.91,-0.89,0.04613,0.04613,false,false,false
65,-0.89,-0.87,0.04739,0.04739,false,false,false
66,-0.87,-0.85,0.04843,0.04843,false,false,false
67,-0.85,-0.83,0.04930,0.04930,false,false,false
68,-0.83,-0.81,0.05003,0.05003,false,false,false
69,-0.81,-0.79,0.05068,0.05068,false,false,false
70,-0.79,-0.77,0.05129,0.05129,false,false,false
71,-0.77,-0.75,0.05191,0.05191,false,false,false
72,-0.75,-0.73,0.05256,0.05256,false,false,false
73,-0.73,-0.71,0.05328,0.05328,false,false,false
74,-0.71,-0.69,0.05408,0.05408,false,false,false
75,-0.69,-0.68,0.05497,0.05497,false,false,false
76,-0.68,-0.66,0.05595,0.05595,false,false,false
77,-0.66,-0.64,0.05701,0.05701,false,false,false
78,-0.64,-0.62,0.05814,0.05814,false,false,false
79,-0.62,-0.61,0.05932,0.05932,false,false,false
80,-0.61,-0.59,0.06052,0.06052,false,false,false
81,-0.59,-0.57,0.06171,0.06171,false,false,false
82,-0.57,-0.56,0.06286,0.06286,false,false,false
83,-0.56,-0.54,0.06394,0.06394,false,false,false
84,-0.54,-0.53,0.06492,0.06492,false,false,false
85,-0.53,-0.51,0.06576,0.06576,false,false,false
86,-0.51,-0.50,0.06646,0.06646,false,false,false
87,-0.50,-0.48,0.06699,0.06699,false,false,false
